event,date,fighter,opponent,weight_class,outcome,method
UFC Fight Night 3,2006-01-16,Tim Sylvia,Assuerio Silva,Heavyweight,win,U-DEC
UFC Fight Night 3,2006-01-16,Joshua Burkman,Drew Fickett,Welterweight,win,SUB
UFC Fight Night 3,2006-01-16,Chris Leben,Jorge Rivera,Middleweight,win,KO/TKO
UFC Fight Night 3,2006-01-16,Stephan Bonnar,James Irvin,Light Heavyweight,win,SUB
UFC Fight Night 3,2006-01-16,Duane Ludwig,Jonathan Goulet,Welterweight,win,KO/TKO
UFC Fight Night 3,2006-01-16,Spencer Fisher,Aaron Riley,Welterweight,win,KO/TKO
UFC Fight Night 3,2006-01-16,Jason Von Flue,Alex Karalexis,Welterweight,win,SUB
UFC Fight Night 3,2006-01-16,Josh Neer,Melvin Guillard,Welterweight,win,SUB
UFC 57: Liddell vs Couture 3,2006-02-04,Keith Jardine,Mike Whitehead,Light Heavyweight,win,U-DEC
UFC 57: Liddell vs Couture 3,2006-02-04,Jeff Monson,Branden Lee Hinkle,Heavyweight,win,SUB
UFC 57: Liddell vs Couture 3,2006-02-04,Paul Buentello,Gilbert Aldana,Heavyweight,win,KO/TKO
UFC 57: Liddell vs Couture 3,2006-02-04,Alessio Sakara,Elvis Sinosic,Light Heavyweight,win,U-DEC
UFC 57: Liddell vs Couture 3,2006-02-04,Joe Riggs,Nick Diaz,Welterweight,win,U-DEC
UFC 57: Liddell vs Couture 3,2006-02-04,Renato Sobral,Mike van Arsdale,Light Heavyweight,win,SUB
UFC 57: Liddell vs Couture 3,2006-02-04,Marcio Cruz,Frank Mir,Heavyweight,win,KO/TKO
UFC 57: Liddell vs Couture 3,2006-02-04,Brandon Vera,Justin Eilers,Heavyweight,win,KO/TKO
UFC 57: Liddell vs Couture 3,2006-02-04,Chuck Liddell,Randy Couture,Light Heavyweight,win,KO/TKO
UFC 58: USA vs Canada,2006-03-04,Mike Swick,Steve Vigneault,Middleweight,win,SUB
UFC 58: USA vs Canada,2006-03-04,Rich Franklin,David Loiseau,Middleweight,win,U-DEC
UFC 58: USA vs Canada,2006-03-04,Georges St-Pierre,BJ Penn,Welterweight,win,S-DEC
UFC 58: USA vs Canada,2006-03-04,Sam Stout,Spencer Fisher,Lightweight,win,S-DEC
UFC 58: USA vs Canada,2006-03-04,Mark Hominick,Yves Edwards,Lightweight,win,SUB
UFC 58: USA vs Canada,2006-03-04,Tom Murphy,Icho Larenas,Heavyweight,win,KO/TKO
UFC 58: USA vs Canada,2006-03-04,Jason Lambert,Rob MacDonald,Light Heavyweight,win,SUB
UFC 58: USA vs Canada,2006-03-04,Nate Marquardt,Joe Doerksen,Middleweight,win,U-DEC
UFC Fight Night 4,2006-04-06,Stephan Bonnar,Keith Jardine,Light Heavyweight,win,U-DEC
UFC Fight Night 4,2006-04-06,Rashad Evans,Sam Hoger,Light Heavyweight,win,S-DEC
UFC Fight Night 4,2006-04-06,Josh Neer,Joe Stevenson,Welterweight,win,U-DEC
UFC Fight Night 4,2006-04-06,Chris Leben,Luigi Fioravanti,Middleweight,win,U-DEC
UFC Fight Night 4,2006-04-06,Jon Fitch,Joshua Burkman,Welterweight,win,SUB
UFC Fight Night 4,2006-04-06,Dan Christison,Brad Imes,Heavyweight,win,SUB
UFC Fight Night 4,2006-04-06,Josh Koscheck,Ansar Chalangov,Welterweight,win,SUB
UFC Fight Night 4,2006-04-06,Chael Sonnen,Trevor Prangley,Middleweight,win,U-DEC
UFC Fight Night 4,2006-04-06,Luke Cummo,Jason Von Flue,Welterweight,win,U-DEC
UFC 59: Reality Check,2006-04-15,Tito Ortiz,Forrest Griffin,Light Heavyweight,win,S-DEC
UFC 59: Reality Check,2006-04-15,Tim Sylvia,Andrei Arlovski,Heavyweight,win,KO/TKO
UFC 59: Reality Check,2006-04-15,Sean Sherk,Nick Diaz,Welterweight,win,U-DEC
UFC 59: Reality Check,2006-04-15,Evan Tanner,Justin Levens,Middleweight,win,SUB
UFC 59: Reality Check,2006-04-15,Thiago Alves,Derrick Noble,Welterweight,win,KO/TKO
UFC 59: Reality Check,2006-04-15,Karo Parisyan,Nick Thompson,Welterweight,win,KO/TKO
UFC 59: Reality Check,2006-04-15,David Terrell,Scott Smith,Middleweight,win,SUB
UFC 59: Reality Check,2006-04-15,Jason Lambert,Terry Martin,Light Heavyweight,win,KO/TKO
UFC 59: Reality Check,2006-04-15,Jeff Monson,Marcio Cruz,Heavyweight,win,S-DEC
UFC 60: Hughes vs Gracie,2006-05-27,Matt Hughes,Royce Gracie,Catch Weight,win,KO/TKO
UFC 60: Hughes vs Gracie,2006-05-27,Brandon Vera,Assuerio Silva,Heavyweight,win,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Mike Swick,Joe Riggs,Middleweight,win,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Dean Lister,Alessio Sakara,Light Heavyweight,win,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Spencer Fisher,Matt Wiman,Lightweight,win,KO/TKO
UFC 60: Hughes vs Gracie,2006-05-27,Jeremy Horn,Chael Sonnen,Middleweight,win,SUB
UFC 60: Hughes vs Gracie,2006-05-27,Melvin Guillard,Rick Davis,Lightweight,win,KO/TKO
UFC 60: Hughes vs Gracie,2006-05-27,Diego Sanchez,John Alessio,Welterweight,win,U-DEC
UFC 60: Hughes vs Gracie,2006-05-27,Gabriel Gonzaga,Fabiano Scherner,Heavyweight,win,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Mike Nickels,Wes Combs,Light Heavyweight,win,SUB
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Matt Hamill,Jesse Forbes,Light Heavyweight,win,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Luigi Fioravanti,Solomon Hutcherson,Middleweight,win,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Kalib Starnes,Danny Abbadi,Middleweight,win,SUB
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Rory Singer,Ross Pointon,Middleweight,win,SUB
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Keith Jardine,Wilson Gouveia,Light Heavyweight,win,U-DEC
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Kendall Grove,Ed Herman,Middleweight,win,U-DEC
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Michael Bisping,Josh Haynes,Light Heavyweight,win,KO/TKO
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,Kenny Florian,Sam Stout,Lightweight,win,SUB
UFC Fight Night 5,2006-06-28,Jonathan Goulet,Luke Cummo,Welterweight,win,M-DEC
UFC Fight Night 5,2006-06-28,Anderson Silva,Chris Leben,Middleweight,win,KO/TKO
UFC Fight Night 5,2006-06-28,Rashad Evans,Stephan Bonnar,Light Heavyweight,win,M-DEC
UFC Fight Night 5,2006-06-28,Mark Hominick,Jorge Gurgel,Lightweight,win,U-DEC
UFC Fight Night 5,2006-06-28,Rob MacDonald,Kristian Rothaermel,Light Heavyweight,win,SUB
UFC Fight Night 5,2006-06-28,Jason Lambert,Branden Lee Hinkle,Light Heavyweight,win,KO/TKO
UFC Fight Night 5,2006-06-28,Jon Fitch,Thiago Alves,Welterweight,win,KO/TKO
UFC Fight Night 5,2006-06-28,Jorge Santiago,Justin Levens,Middleweight,win,KO/TKO
UFC Fight Night 5,2006-06-28,Josh Koscheck,Dave Menne,Welterweight,win,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Tito Ortiz,Ken Shamrock,Light Heavyweight,win,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Joshua Burkman,Josh Neer,Welterweight,win,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Frank Mir,Dan Christison,Heavyweight,win,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Tim Sylvia,Andrei Arlovski,Heavyweight,win,U-DEC
UFC 61: Bitter Rivals,2006-07-08,Hermes Franca,Joe Jordan,Catch Weight,win,SUB
UFC 61: Bitter Rivals,2006-07-08,Jeff Monson,Anthony Perosh,Heavyweight,win,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Cheick Kongo,Gilbert Aldana,Heavyweight,win,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Joe Stevenson,Yves Edwards,Lightweight,win,KO/TKO
UFC 61: Bitter Rivals,2006-07-08,Drew Fickett,Kurt Pellegrino,Welterweight,win,SUB
UFC Fight Night 6,2006-08-17,Diego Sanchez,Karo Parisyan,Welterweight,win,U-DEC
UFC Fight Night 6,2006-08-17,Chris Leben,Jorge Santiago,Middleweight,win,KO/TKO
UFC Fight Night 6,2006-08-17,Dean Lister,Yuki Sasaki,Middleweight,win,U-DEC
UFC Fight Night 6,2006-08-17,Josh Koscheck,Jonathan Goulet,Welterweight,win,KO/TKO
UFC Fight Night 6,2006-08-17,Forrest Petz,Sammy Morgan,Welterweight,win,U-DEC
UFC Fight Night 6,2006-08-17,Joe Riggs,Jason Von Flue,Welterweight,win,SUB
UFC Fight Night 6,2006-08-17,Jake O'Brien,Kristof Midoux,Heavyweight,win,KO/TKO
UFC Fight Night 6,2006-08-17,Anthony Torres,Pat Healy,Welterweight,win,SUB
UFC Fight Night 6,2006-08-17,Martin Kampmann,Crafton Wallace,Middleweight,win,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Chuck Liddell,Renato Sobral,Light Heavyweight,win,KO/TKO
UFC 62: Liddell vs Sobral,2006-08-26,Forrest Griffin,Stephan Bonnar,Light Heavyweight,win,U-DEC
UFC 62: Liddell vs Sobral,2006-08-26,Nick Diaz,Josh Neer,Welterweight,win,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Cheick Kongo,Christian Wellisch,Heavyweight,win,KO/TKO
UFC 62: Liddell vs Sobral,2006-08-26,Hermes Franca,Jamie Varner,Lightweight,win,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Eric Schafer,Rob MacDonald,Light Heavyweight,win,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Wilson Gouveia,Wes Combs,Light Heavyweight,win,SUB
UFC 62: Liddell vs Sobral,2006-08-26,David Heath,Cory Walmsley,Light Heavyweight,win,SUB
UFC 62: Liddell vs Sobral,2006-08-26,Yushin Okami,Alan Belcher,Middleweight,win,U-DEC
UFC 63: Hughes vs Penn,2006-09-23,Jorge Gurgel,Danny Abbadi,Lightweight,win,S-DEC
UFC 63: Hughes vs Penn,2006-09-23,Eddie Sanchez,Mario Neto,Heavyweight,win,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Roger Huerta,Jason Dent,Lightweight,win,U-DEC
UFC 63: Hughes vs Penn,2006-09-23,Joe Lauzon,Jens Pulver,Lightweight,win,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Rashad Evans,Jason Lambert,Light Heavyweight,win,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Melvin Guillard,Gabe Ruediger,Lightweight,win,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Mike Swick,David Loiseau,Middleweight,win,U-DEC
UFC 63: Hughes vs Penn,2006-09-23,Matt Hughes,BJ Penn,Welterweight,win,KO/TKO
UFC 63: Hughes vs Penn,2006-09-23,Tyson Griffin,David Lee,Lightweight,win,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Tito Ortiz,Ken Shamrock,Light Heavyweight,win,KO/TKO
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Kendall Grove,Chris Price,Middleweight,win,KO/TKO
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Jason MacDonald,Ed Herman,Middleweight,win,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Matt Hamill,Seth Petruzelli,Light Heavyweight,win,U-DEC
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Tony DeSouza,Dustin Hazelett,Welterweight,win,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Marcus Davis,Forrest Petz,Welterweight,win,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Nate Marquardt,Crafton Wallace,Middleweight,win,SUB
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Rory Singer,Josh Haynes,Middleweight,win,U-DEC
Ortiz vs Shamrock 3: The Final Chapter,2006-10-10,Thiago Alves,John Alessio,Welterweight,win,U-DEC
UFC 64: Unstoppable,2006-10-14,Kurt Pellegrino,Junior Assuncao,Lightweight,win,SUB
UFC 64: Unstoppable,2006-10-14,Clay Guida,Justin James,Lightweight,win,SUB
UFC 64: Unstoppable,2006-10-14,Yushin Okami,Kalib Starnes,Middleweight,win,KO/TKO
UFC 64: Unstoppable,2006-10-14,Spencer Fisher,Dan Lauzon,Lightweight,win,KO/TKO
UFC 64: Unstoppable,2006-10-14,Carmelo Marrero,Cheick Kongo,Heavyweight,win,S-DEC
UFC 64: Unstoppable,2006-10-14,Jon Fitch,Kuniyoshi Hironaka,Welterweight,win,U-DEC
UFC 64: Unstoppable,2006-10-14,Sean Sherk,Kenny Florian,Lightweight,win,U-DEC
UFC 64: Unstoppable,2006-10-14,Anderson Silva,Rich Franklin,Middleweight,win,KO/TKO
The Ultimate Fighter: The Comeback Finale,2006-11-11,Matt Serra,Chris Lytle,Welterweight,win,S-DEC
The Ultimate Fighter: The Comeback Finale,2006-11-11,Din Thomas,Rich Clementi,Lightweight,win,SUB
The Ultimate Fighter: The Comeback Finale,2006-11-11,Jorge Rivera,Edwin DeWees,Middleweight,win,KO/TKO
The Ultimate Fighter: The Comeback Finale,2006-11-11,Travis Lutter,Patrick Cote,Middleweight,win,SUB
The Ultimate Fighter: The Comeback Finale,2006-11-11,Scott Smith,Pete Sell,Middleweight,win,KO/TKO
The Ultimate Fighter: The Comeback Finale,2006-11-11,Martin Kampmann,Thales Leites,Middleweight,win,U-DEC
The Ultimate Fighter: The Comeback Finale,2006-11-11,Charles McCarthy,Gideon Ray,Middleweight,win,SUB
The Ultimate Fighter: The Comeback Finale,2006-11-11,Pete Spratt,Jeremy Jackson,Welterweight,win,SUB
UFC 65: Bad Intentions,2006-11-18,Georges St-Pierre,Matt Hughes,Welterweight,win,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Tim Sylvia,Jeff Monson,Heavyweight,win,U-DEC
UFC 65: Bad Intentions,2006-11-18,Drew McFedries,Alessio Sakara,Light Heavyweight,win,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Brandon Vera,Frank Mir,Heavyweight,win,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Nick Diaz,Gleison Tibau,Welterweight,win,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Antoni Hardonk,Sherman Pendergarst,Heavyweight,win,KO/TKO
UFC 65: Bad Intentions,2006-11-18,James Irvin,Hector Ramirez,Light Heavyweight,win,KO/TKO
UFC 65: Bad Intentions,2006-11-18,Jake O'Brien,Josh Shockman,Heavyweight,win,U-DEC
UFC 65: Bad Intentions,2006-11-18,Joe Stevenson,Dokonjonosuke Mishima,Lightweight,win,SUB
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Diego Sanchez,Joe Riggs,Welterweight,win,KO/TKO
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Karo Parisyan,Drew Fickett,Welterweight,win,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Josh Koscheck,Jeff Joslin,Welterweight,win,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Marcus Davis,Shonie Carter,Welterweight,win,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Brock Larson,Keita Nakamura,Welterweight,win,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Alan Belcher,Jorge Santiago,Middleweight,win,KO/TKO
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Luigi Fioravanti,Dave Menne,Welterweight,win,KO/TKO
UFC Fight Night: Sanchez vs Riggs,2006-12-13,Logan Clark,Steve Byrnes,Middleweight,win,U-DEC
UFC Fight Night: Sanchez vs Riggs,2006-12-13,David Heath,Victor Valimaki,Light Heavyweight,win,S-DEC
UFC 66: Liddell vs Ortiz 2,2006-12-30,Keith Jardine,Forrest Griffin,Light Heavyweight,win,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Jason MacDonald,Chris Leben,Middleweight,win,SUB
UFC 66: Liddell vs Ortiz 2,2006-12-30,Andrei Arlovski,Marcio Cruz,Heavyweight,win,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Chuck Liddell,Tito Ortiz,Light Heavyweight,win,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Thiago Alves,Tony DeSouza,Welterweight,win,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Gabriel Gonzaga,Carmelo Marrero,Heavyweight,win,SUB
UFC 66: Liddell vs Ortiz 2,2006-12-30,Yushin Okami,Rory Singer,Middleweight,win,KO/TKO
UFC 66: Liddell vs Ortiz 2,2006-12-30,Christian Wellisch,Anthony Perosh,Heavyweight,win,U-DEC
UFC 66: Liddell vs Ortiz 2,2006-12-30,Michael Bisping,Eric Schafer,Light Heavyweight,win,KO/TKO
UFC Fight Night: Evans vs Salmon,2007-01-25,Rich Clementi,Ross Pointon,Welterweight,win,SUB
UFC Fight Night: Evans vs Salmon,2007-01-25,Din Thomas,Clay Guida,Lightweight,win,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Ed Herman,Chris Price,Middleweight,win,SUB
UFC Fight Night: Evans vs Salmon,2007-01-25,Joshua Burkman,Chad Reiner,Welterweight,win,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Nate Marquardt,Dean Lister,Middleweight,win,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Hermes Franca,Spencer Fisher,Lightweight,win,KO/TKO
UFC Fight Night: Evans vs Salmon,2007-01-25,Jake O'Brien,Heath Herring,Heavyweight,win,U-DEC
UFC Fight Night: Evans vs Salmon,2007-01-25,Rashad Evans,Sean Salmon,Light Heavyweight,win,KO/TKO
UFC 67: All or Nothing,2007-02-03,Anderson Silva,Travis Lutter,Middleweight,win,SUB
UFC 67: All or Nothing,2007-02-03,Mirko Filipovic,Eddie Sanchez,Heavyweight,win,KO/TKO
UFC 67: All or Nothing,2007-02-03,Quinton Jackson,Marvin Eastman,Light Heavyweight,win,KO/TKO
UFC 67: All or Nothing,2007-02-03,Roger Huerta,John Halverson,Lightweight,win,KO/TKO
UFC 67: All or Nothing,2007-02-03,Terry Martin,Jorge Rivera,Middleweight,win,KO/TKO
UFC 67: All or Nothing,2007-02-03,Dustin Hazelett,Diego Saraiva,Lightweight,win,U-DEC
UFC 67: All or Nothing,2007-02-03,Patrick Cote,Scott Smith,Middleweight,win,U-DEC
UFC 67: All or Nothing,2007-02-03,Frankie Edgar,Tyson Griffin,Lightweight,win,U-DEC
UFC 67: All or Nothing,2007-02-03,Lyoto Machida,Sam Hoger,Light Heavyweight,win,U-DEC
UFC 68: The Uprising,2007-03-03,Jamie Varner,Jason Gilliam,Lightweight,win,SUB
UFC 68: The Uprising,2007-03-03,Gleison Tibau,Jason Dent,Lightweight,win,U-DEC
UFC 68: The Uprising,2007-03-03,Jon Fitch,Luigi Fioravanti,Welterweight,win,SUB
UFC 68: The Uprising,2007-03-03,Matt Hamill,Rex Holman,Light Heavyweight,win,KO/TKO
UFC 68: The Uprising,2007-03-03,Jason Lambert,Renato Sobral,Light Heavyweight,win,KO/TKO
UFC 68: The Uprising,2007-03-03,Matt Hughes,Chris Lytle,Welterweight,win,U-DEC
UFC 68: The Uprising,2007-03-03,Rich Franklin,Jason MacDonald,Middleweight,win,KO/TKO
UFC 68: The Uprising,2007-03-03,Martin Kampmann,Drew McFedries,Middleweight,win,SUB
UFC 68: The Uprising,2007-03-03,Randy Couture,Tim Sylvia,Heavyweight,win,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Joe Stevenson,Melvin Guillard,Lightweight,win,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Justin McCully,Antoni Hardonk,Heavyweight,win,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Kenny Florian,Dokonjonosuke Mishima,Lightweight,win,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Wilson Gouveia,Seth Petruzelli,Light Heavyweight,win,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Roan Carneiro,Rich Clementi,Welterweight,win,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Kurt Pellegrino,Nate Mohr,Lightweight,win,SUB
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Kuniyoshi Hironaka,Forrest Petz,Welterweight,win,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Thiago Tavares,Naoyuki Kotani,Lightweight,win,U-DEC
UFC Fight Night: Stevenson vs Guillard,2007-04-05,Drew Fickett,Keita Nakamura,Welterweight,win,U-DEC
UFC 69: Shootout,2007-04-07,Roger Huerta,Leonard Garcia,Lightweight,win,U-DEC
UFC 69: Shootout,2007-04-07,Matt Serra,Georges St-Pierre,Welterweight,win,KO/TKO
UFC 69: Shootout,2007-04-07,Yushin Okami,Mike Swick,Middleweight,win,U-DEC
UFC 69: Shootout,2007-04-07,Josh Koscheck,Diego Sanchez,Welterweight,win,U-DEC
UFC 69: Shootout,2007-04-07,Heath Herring,Brad Imes,Heavyweight,win,U-DEC
UFC 69: Shootout,2007-04-07,Thales Leites,Pete Sell,Middleweight,win,U-DEC
UFC 69: Shootout,2007-04-07,Kendall Grove,Alan Belcher,Middleweight,win,SUB
UFC 69: Shootout,2007-04-07,Marcus Davis,Pete Spratt,Welterweight,win,SUB
UFC 69: Shootout,2007-04-07,Luke Cummo,Josh Haynes,Welterweight,win,KO/TKO
UFC 70: Nations Collide,2007-04-21,Gabriel Gonzaga,Mirko Filipovic,Heavyweight,win,KO/TKO
UFC 70: Nations Collide,2007-04-21,Andrei Arlovski,Fabricio Werdum,Heavyweight,win,U-DEC
UFC 70: Nations Collide,2007-04-21,Michael Bisping,Elvis Sinosic,Light Heavyweight,win,KO/TKO
UFC 70: Nations Collide,2007-04-21,Lyoto Machida,David Heath,Light Heavyweight,win,U-DEC
UFC 70: Nations Collide,2007-04-21,Paul Taylor,Edilberto de Oliveira,Welterweight,win,KO/TKO
UFC 70: Nations Collide,2007-04-21,Terry Etim,Matt Grice,Lightweight,win,SUB
UFC 70: Nations Collide,2007-04-21,Junior Assuncao,David Lee,Lightweight,win,SUB
UFC 70: Nations Collide,2007-04-21,Alessio Sakara,Victor Valimaki,Light Heavyweight,win,KO/TKO
UFC 70: Nations Collide,2007-04-21,Jess Liaudin,Dennis Siver,Welterweight,win,SUB
UFC 70: Nations Collide,2007-04-21,Cheick Kongo,Assuerio Silva,Heavyweight,win,M-DEC
UFC 71: Liddell vs Jackson,2007-05-26,Quinton Jackson,Chuck Liddell,Light Heavyweight,win,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Terry Martin,Ivan Salaverry,Middleweight,win,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Houston Alexander,Keith Jardine,Light Heavyweight,win,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Karo Parisyan,Joshua Burkman,Welterweight,win,U-DEC
UFC 71: Liddell vs Jackson,2007-05-26,Thiago Silva,James Irvin,Light Heavyweight,win,KO/TKO
UFC 71: Liddell vs Jackson,2007-05-26,Din Thomas,Jeremy Stephens,Lightweight,win,SUB
UFC 71: Liddell vs Jackson,2007-05-26,Wilson Gouveia,Carmelo Marrero,Light Heavyweight,win,SUB
UFC 71: Liddell vs Jackson,2007-05-26,Kalib Starnes,Chris Leben,Middleweight,win,U-DEC
UFC 71: Liddell vs Jackson,2007-05-26,Alan Belcher,Sean Salmon,Light Heavyweight,win,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Spencer Fisher,Sam Stout,Lightweight,win,U-DEC
UFC Fight Night: Stout vs Fisher,2007-06-12,Nate Mohr,Luke Caudillo,Lightweight,win,U-DEC
UFC Fight Night: Stout vs Fisher,2007-06-12,Anthony Johnson,Chad Reiner,Welterweight,win,KO/TKO
UFC Fight Night: Stout vs Fisher,2007-06-12,Gleison Tibau,Jeff Cox,Lightweight,win,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Tamdan McCrory,Pete Spratt,Welterweight,win,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Forrest Petz,Luigi Fioravanti,Welterweight,win,U-DEC
UFC Fight Night: Stout vs Fisher,2007-06-12,Thiago Tavares,Jason Black,Lightweight,win,SUB
UFC Fight Night: Stout vs Fisher,2007-06-12,Drew McFedries,Jordan Radev,Middleweight,win,KO/TKO
UFC Fight Night: Stout vs Fisher,2007-06-12,Jon Fitch,Roan Carneiro,Welterweight,win,SUB
UFC 72: Victory,2007-06-16,Rich Franklin,Yushin Okami,Middleweight,win,U-DEC
UFC 72: Victory,2007-06-16,Jason MacDonald,Rory Singer,Middleweight,win,KO/TKO
UFC 72: Victory,2007-06-16,Tyson Griffin,Clay Guida,Lightweight,win,S-DEC
UFC 72: Victory,2007-06-16,Forrest Griffin,Hector Ramirez,Light Heavyweight,win,U-DEC
UFC 72: Victory,2007-06-16,Marcus Davis,Jason Tan,Welterweight,win,KO/TKO
UFC 72: Victory,2007-06-16,Eddie Sanchez,Colin Robinson,Heavyweight,win,KO/TKO
UFC 72: Victory,2007-06-16,Dustin Hazelett,Stevie Lynch,Welterweight,win,SUB
UFC 72: Victory,2007-06-16,Ed Herman,Scott Smith,Middleweight,win,SUB
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Matt Wiman,Brian Geraghty,Lightweight,win,KO/TKO
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Leonard Garcia,Allen Berube,Lightweight,win,SUB
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Cole Miller,Andy Wang,Lightweight,win,KO/TKO
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Joe Lauzon,Brandon Melendez,Lightweight,win,SUB
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Roger Huerta,Doug Evans,Lightweight,win,KO/TKO
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Thales Leites,Floyd Sword,Middleweight,win,SUB
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Nate Diaz,Manvel Gamburyan,Lightweight,win,SUB
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,BJ Penn,Jens Pulver,Lightweight,win,SUB
UFC 73: Stacked,2007-07-07,Kenny Florian,Alvin Robinson,Lightweight,win,KO/TKO
UFC 73: Stacked,2007-07-07,Anderson Silva,Nate Marquardt,Middleweight,win,KO/TKO
UFC 73: Stacked,2007-07-07,Rashad Evans,Tito Ortiz,Light Heavyweight,draw,U-DEC
UFC 73: Stacked,2007-07-07,Sean Sherk,Hermes Franca,Lightweight,win,U-DEC
UFC 73: Stacked,2007-07-07,Stephan Bonnar,Mike Nickels,Light Heavyweight,win,SUB
UFC 73: Stacked,2007-07-07,Jorge Gurgel,Diego Saraiva,Lightweight,win,U-DEC
UFC 73: Stacked,2007-07-07,Chris Lytle,Jason Gilliam,Welterweight,win,SUB
UFC 73: Stacked,2007-07-07,Antonio Rodrigo Nogueira,Heath Herring,Heavyweight,win,U-DEC
