event,date,fighter,opponent,weight_class,outcome,method
UFC 205: Alvarez vs McGregor,2016-11-12,Miesha Tate,Raquel Pennington,Women's Bantamweight,loss,U-DEC
UFC 205: Alvarez vs McGregor,2016-11-12,Michael Johnson,Khabib Nurmagomedov,Lightweight,loss,SUB
UFC 205: Alvarez vs McGregor,2016-11-12,Katlyn Cerminara,Liz Carmouche,Women's Bantamweight,loss,S-DEC
UFC 205: Alvarez vs McGregor,2016-11-12,Thiago Alves,Jim Miller,Catch Weight,loss,U-DEC
UFC 205: Alvarez vs McGregor,2016-11-12,Jeremy Stephens,Frankie Edgar,Featherweight,loss,U-DEC
UFC 205: Alvarez vs McGregor,2016-11-12,Rafael Natal,Tim Boetsch,Middleweight,loss,KO/TKO
UFC 205: Alvarez vs McGregor,2016-11-12,Belal Muhammad,Vicente Luque,Welterweight,loss,KO/TKO
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Rogerio Nogueira,Ryan Bader,Light Heavyweight,loss,KO/TKO
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Albert Morales,Thomas Almeida,Bantamweight,loss,KO/TKO
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Cortney Casey,Claudia Gadelha,Women's Strawweight,loss,U-DEC
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Thales Leites,Krzysztof Jotko,Middleweight,loss,U-DEC
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Warlley Alves,Kamaru Usman,Welterweight,loss,U-DEC
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Zak Ottow,Sergio Moraes,Welterweight,loss,S-DEC
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Jack Hermansson,Cezar Ferreira,Middleweight,loss,SUB
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Marcos Rogerio de Lima,Gadzhimurad Antigulov,Light Heavyweight,loss,SUB
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Manvel Gamburyan,Johnny Eduardo,Bantamweight,loss,KO/TKO
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Justin Scoggins,Pedro Munhoz,Bantamweight,loss,SUB
UFC Fight Night: Bader vs. Nogueira,2016-11-19,Christian Colombo,Luis Henrique,Heavyweight,loss,SUB
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Ross Pearson,Stevie Ray,Lightweight,loss,S-DEC
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Charlie Ward,Abdul Razak Alhassan,Welterweight,loss,KO/TKO
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Kwan Ho Kwak,Brett Johns,Bantamweight,loss,U-DEC
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Milana Dudieva,Marion Reneau,Women's Bantamweight,loss,KO/TKO
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Uriah Hall,Gegard Mousasi,Middleweight,loss,KO/TKO
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Mark Godbeer,Justin Ledet,Heavyweight,loss,SUB
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Anna Elmose,Amanda Cooper,Women's Strawweight,loss,U-DEC
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Alexander Yakovlev,Zak Cummings,Welterweight,loss,SUB
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Ali Bagautinov,Kyoji Horiguchi,Flyweight,loss,U-DEC
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Magnus Cedenblad,Jack Marshman,Middleweight,loss,KO/TKO
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Teruto Ishihara,Artem Lobov,Featherweight,loss,U-DEC
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Timothy Johnson,Alexander Volkov,Heavyweight,loss,S-DEC
UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,Magomed Mustafaev,Kevin Lee,Lightweight,loss,SUB
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Khalil Rountree Jr.,Tyson Pedro,Light Heavyweight,loss,SUB
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Derek Brunson,Robert Whittaker,Middleweight,loss,KO/TKO
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Jake Matthews,Andrew Holbrook,Lightweight,loss,S-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Kyle Noke,Omari Akhmedov,Welterweight,loss,U-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Yusuke Kasuya,Alexander Volkanovski,Lightweight,loss,KO/TKO
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Seo Hee Ham,Danielle Taylor,Women's Strawweight,loss,S-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Dan Hooker,Jason Knight,Featherweight,loss,U-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Jon Tuck,Damien Brown,Lightweight,loss,S-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Chris Camozzi,Daniel Kelly,Middleweight,loss,U-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Guangyou Ning,Marlon Vera,Featherweight,loss,U-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Yao Zhikui,Jenel Lausa,Flyweight,loss,U-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Geane Herrera,Ben Nguyen,Flyweight,loss,U-DEC
UFC Fight Night: Whittaker vs. Brunson,2016-11-26,Richard Walsh,Jonathan Meunier,Welterweight,loss,U-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Ion Cutelaba,Jared Cannonier,Light Heavyweight,loss,U-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Tim Elliott,Demetrious Johnson,Flyweight,loss,U-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Henry Cejudo,Joseph Benavidez,Flyweight,loss,S-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Jake Ellenberger,Jorge Masvidal,Welterweight,loss,KO/TKO
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Alexis Davis,Sara McMann,Women's Bantamweight,loss,SUB
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Ryan Benoit,Brandon Moreno,Flyweight,loss,S-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Matt Schnell,Rob Font,Bantamweight,loss,KO/TKO
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Brendan O'Reilly,Dong Hyun Ma,Lightweight,loss,U-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Kailin Curran,Jamie Moyle,Women's Strawweight,loss,U-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Elvis Mutapcic,Anthony Smith,Middleweight,loss,KO/TKO
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Josh Stansbury,Devin Clark,Light Heavyweight,loss,U-DEC
The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,Gray Maynard,Ryan Hall,Featherweight,loss,U-DEC
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Shamil Abdurakhimov,Derrick Lewis,Heavyweight,loss,KO/TKO
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Anthony Hamilton,Francis Ngannou,Heavyweight,loss,SUB
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Sean O'Connell,Corey Anderson,Light Heavyweight,loss,KO/TKO
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Saparbeg Safarov,Gian Villante,Light Heavyweight,loss,KO/TKO
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Ashley Yoder,Justine Kish,Women's Strawweight,loss,U-DEC
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Brian Camozzi,Randy Brown,Welterweight,loss,KO/TKO
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Trevor Smith,Andrew Sanchez,Middleweight,loss,U-DEC
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Tiago dos Santos e Silva,Shane Burgos,Featherweight,loss,U-DEC
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Frankie Perez,Marc Diakiese,Lightweight,loss,U-DEC
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Keith Berish,Ryan Janes,Middleweight,loss,U-DEC
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,JJ Aldrich,Juliana Lima,Women's Strawweight,loss,U-DEC
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Joseph Gigliotti,Gerald Meerschaert,Middleweight,loss,SUB
UFC 206: Holloway vs. Pettis,2016-12-10,Anthony Pettis,Max Holloway,Featherweight,loss,KO/TKO
UFC 206: Holloway vs. Pettis,2016-12-10,Matt Brown,Donald Cerrone,Welterweight,loss,KO/TKO
UFC 206: Holloway vs. Pettis,2016-12-10,Dooho Choi,Cub Swanson,Featherweight,loss,U-DEC
UFC 206: Holloway vs. Pettis,2016-12-10,Tim Kennedy,Kelvin Gastelum,Middleweight,loss,KO/TKO
UFC 206: Holloway vs. Pettis,2016-12-10,Jordan Mein,Emil Meek,Welterweight,loss,U-DEC
UFC 206: Holloway vs. Pettis,2016-12-10,Nikita Krylov,Misha Cirkunov,Light Heavyweight,loss,SUB
UFC 206: Holloway vs. Pettis,2016-12-10,Drew Dober,Olivier Aubin-Mercier,Lightweight,loss,SUB
UFC 206: Holloway vs. Pettis,2016-12-10,Valerie Letourneau,Viviane Pereira,Women's Strawweight,loss,S-DEC
UFC 206: Holloway vs. Pettis,2016-12-10,Mitch Gagnon,Matthew Lopez,Bantamweight,loss,U-DEC
UFC 206: Holloway vs. Pettis,2016-12-10,John Makdessi,Lando Vannata,Lightweight,loss,KO/TKO
UFC 206: Holloway vs. Pettis,2016-12-10,Jason Saggo,Rustam Khabilov,Lightweight,loss,U-DEC
UFC 206: Holloway vs. Pettis,2016-12-10,Zach Makovsky,Dustin Ortiz,Flyweight,loss,S-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Paige VanZant,Michelle Waterson-Gomez,Women's Strawweight,loss,SUB
UFC on FOX: VanZant vs. Waterson,2016-12-17,Sage Northcutt,Mickey Gall,Welterweight,loss,SUB
UFC on FOX: VanZant vs. Waterson,2016-12-17,Brad Pickett,Urijah Faber,Bantamweight,loss,U-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Mike Perry,Alan Jouban,Welterweight,loss,U-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Henrique da Silva,Paul Craig,Light Heavyweight,loss,SUB
UFC on FOX: VanZant vs. Waterson,2016-12-17,Cole Miller,Mizuto Hirota,Featherweight,loss,U-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Bojan Velickovic,Sultan Aliev,Welterweight,loss,S-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,James Moontasri,Alex Morono,Welterweight,loss,U-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Scott Holtzman,Josh Emmett,Lightweight,loss,U-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Irene Aldana,Leslie Smith,Women's Bantamweight,loss,U-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Takeya Mizugaki,Eddie Wineland,Bantamweight,loss,KO/TKO
UFC on FOX: VanZant vs. Waterson,2016-12-17,Fredy Serrano,Hector Sandoval,Flyweight,loss,U-DEC
UFC on FOX: VanZant vs. Waterson,2016-12-17,Bryan Barberena,Colby Covington,Welterweight,loss,U-DEC
UFC 207: Nunes vs. Rousey,2016-12-30,John Lineker,TJ Dillashaw,Bantamweight,loss,U-DEC
UFC 207: Nunes vs. Rousey,2016-12-30,Ronda Rousey,Amanda Nunes,Women's Bantamweight,loss,KO/TKO
UFC 207: Nunes vs. Rousey,2016-12-30,Dominick Cruz,Cody Garbrandt,Bantamweight,loss,U-DEC
UFC 207: Nunes vs. Rousey,2016-12-30,Tarec Saffiedine,Dong Hyun Kim,Welterweight,loss,S-DEC
UFC 207: Nunes vs. Rousey,2016-12-30,Johny Hendricks,Neil Magny,Welterweight,loss,U-DEC
UFC 207: Nunes vs. Rousey,2016-12-30,Marvin Vettori,Antonio Carlos Junior,Middleweight,loss,U-DEC
UFC 207: Nunes vs. Rousey,2016-12-30,Mike Pyle,Alex Garcia,Welterweight,loss,KO/TKO
UFC 207: Nunes vs. Rousey,2016-12-30,Brandon Thatch,Niko Price,Welterweight,loss,SUB
UFC 207: Nunes vs. Rousey,2016-12-30,Louis Smolka,Ray Borg,Flyweight,loss,U-DEC
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,BJ Penn,Yair Rodriguez,Featherweight,loss,KO/TKO
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Marcin Held,Joe Lauzon,Lightweight,loss,S-DEC
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Court McGee,Ben Saunders,Welterweight,loss,U-DEC
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Devin Powell,Drakkar Klose,Lightweight,loss,U-DEC
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Frankie Saenz,Augusto Mendes,Bantamweight,loss,S-DEC
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,John Moraga,Sergio Pettis,Flyweight,loss,U-DEC
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Alex White,Anthony Rocco Martin,Lightweight,loss,U-DEC
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Jocelyn Jones-Lybarger,Nina Nunes,Women's Strawweight,loss,SUB
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Chase Sherman,Walt Harris,Heavyweight,loss,KO/TKO
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Bojan Mihajlovic,Joachim Christensen,Light Heavyweight,loss,KO/TKO
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Dmitrii Smoliakov,Cyril Asker,Heavyweight,loss,KO/TKO
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Viktor Pesta,Aleksei Oleinik,Heavyweight,loss,SUB
UFC on FOX: Shevchenko vs. Pena,2017-01-28,JC Cottrell,Jason Gonzalez,Lightweight,loss,SUB
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Eric Shelton,Alexandre Pantoja,Flyweight,loss,S-DEC
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Jeremy Kimball,Marcos Rogerio de Lima,Light Heavyweight,loss,KO/TKO
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Alessio Di Chirico,Eric Spicely,Middleweight,loss,SUB
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Henrique da Silva,Jordan Johnson,Light Heavyweight,loss,U-DEC
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Bobby Nash,Li Jingliang,Welterweight,loss,KO/TKO
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Aljamain Sterling,Raphael Assuncao,Bantamweight,loss,S-DEC
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Nate Marquardt,Sam Alvey,Middleweight,loss,U-DEC
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Alex Caceres,Jason Knight,Featherweight,loss,SUB
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Donald Cerrone,Jorge Masvidal,Welterweight,loss,KO/TKO
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Julianna Pena,Valentina Shevchenko,Women's Bantamweight,loss,SUB
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Andrei Arlovski,Francis Ngannou,Heavyweight,loss,KO/TKO
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Dennis Bermudez,Chan Sung Jung,Featherweight,loss,KO/TKO
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Alexa Grasso,Felice Herrig,Women's Strawweight,loss,U-DEC
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Abel Trujillo,James Vick,Lightweight,loss,SUB
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Ovince Saint Preux,Volkan Oezdemir,Light Heavyweight,loss,S-DEC
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Angela Hill,Jessica Andrade,Women's Strawweight,loss,U-DEC
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Anthony Hamilton,Marcel Fortuna,Heavyweight,loss,KO/TKO
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Chris Gruetzemacher,Chas Skelly,Featherweight,loss,SUB
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Michinori Tanaka,Ricardo Ramos,Bantamweight,loss,U-DEC
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Bec Rawlings,Tecia Pennington,Women's Strawweight,loss,U-DEC
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Daniel Jolly,Khalil Rountree Jr.,Light Heavyweight,loss,KO/TKO
UFC 208: Holm vs. De Randamie,2017-02-11,Tim Boetsch,Jacare Souza,Middleweight,loss,SUB
UFC 208: Holm vs. De Randamie,2017-02-11,Holly Holm,Germaine de Randamie,Women's Featherweight,loss,U-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Derek Brunson,Anderson Silva,Middleweight,loss,U-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Jared Cannonier,Glover Teixeira,Light Heavyweight,loss,U-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Roan Carneiro,Ryan LaFlare,Welterweight,loss,U-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Randy Brown,Belal Muhammad,Welterweight,loss,U-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Yuta Sasaki,Wilson Reis,Flyweight,loss,U-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Nik Lentz,Islam Makhachev,Lightweight,loss,U-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Phillipe Nover,Ricky Glenn,Featherweight,loss,S-DEC
UFC 208: Holm vs. De Randamie,2017-02-11,Jim Miller,Dustin Poirier,Lightweight,loss,M-DEC
UFC Fight Night: Lewis vs. Browne,2017-02-19,Sam Sicilia,Gavin Tucker,Featherweight,loss,U-DEC
UFC Fight Night: Lewis vs. Browne,2017-02-19,Travis Browne,Derrick Lewis,Heavyweight,loss,KO/TKO
UFC Fight Night: Lewis vs. Browne,2017-02-19,Hector Lombard,Johny Hendricks,Middleweight,loss,U-DEC
UFC Fight Night: Lewis vs. Browne,2017-02-19,Gina Mazany,Sara McMann,Women's Bantamweight,loss,SUB
UFC Fight Night: Lewis vs. Browne,2017-02-19,Cezar Ferreira,Elias Theodorou,Middleweight,loss,U-DEC
UFC Fight Night: Lewis vs. Browne,2017-02-19,Nordine Taleb,Santiago Ponzinibbio,Welterweight,loss,U-DEC
UFC Fight Night: Lewis vs. Browne,2017-02-19,Ryan Janes,Gerald Meerschaert,Middleweight,loss,SUB
UFC Fight Night: Lewis vs. Browne,2017-02-19,Carla Esparza,Randa Markos,Women's Strawweight,loss,S-DEC
UFC Fight Night: Lewis vs. Browne,2017-02-19,Reginaldo Vieira,Aiemann Zahabi,Bantamweight,loss,U-DEC
UFC Fight Night: Lewis vs. Browne,2017-02-19,Jack Marshman,Thiago Santos,Middleweight,loss,KO/TKO
UFC Fight Night: Lewis vs. Browne,2017-02-19,Alex Ricci,Paul Felder,Lightweight,loss,KO/TKO
UFC 209: Woodley vs. Thompson 2,2017-03-04,Stephen Thompson,Tyron Woodley,Welterweight,loss,M-DEC
UFC 209: Woodley vs. Thompson 2,2017-03-04,Lando Vannata,David Teymur,Lightweight,loss,U-DEC
UFC 209: Woodley vs. Thompson 2,2017-03-04,Rashad Evans,Daniel Kelly,Middleweight,loss,S-DEC
